symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
MOS,Common Stock,The Mosaic Company,"The Mosaic Company (MOS), based in Tampa, Florida, is a leading global producer of phosphate and potash fertilizers, essential for boosting agricultural productivity worldwide. As a Fortune 500 entity, Mosaic operates through its varied segments, including international distribution and Mosaic Fertilizantes, which prioritize advanced nutrient solutions that enhance crop yields while promoting sustainable farming practices. With a dedication to responsible mining and environmental stewardship, Mosaic is well-positioned to address the growing global demand for vital agricultural inputs, solidifying its integral role in the agricultural supply chain.",1285785,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"101 EAST KENNEDY BLVD, TAMPA, FL, UNITED STATES, 33602",https://mosaicco.com,2015-12-31,2014-12-31,8895300000.0,9055800000.0,1000400000.0,1028600000.0,1717900000.0,1926600000.0,-1.7723447956006098,-2.741590511374684,-10.832554759680265
MSI,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc. is a premier American technology company headquartered in Chicago, Illinois, specializing in mission-critical communications and analytics for both public safety and commercial sectors. Since its separation from Motorola, Inc. in 2011, the company has established itself as a trusted partner for first responders, providing innovative solutions that enhance operational efficiency through advanced radio communications, software applications, and data analytics. With a steadfast commitment to safety, reliability, and performance, Motorola Solutions is well-positioned to meet the evolving needs of its global customer base, continually expanding its portfolio to drive innovation in secure communication systems.",68505,NYSE,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"500 WEST MONROE STREET, CHICAGO, IL, UNITED STATES, 60661",https://www.motorolasolutions.com,2015-12-31,2014-12-31,5695000000.0,5881000000.0,610000000.0,1299000000.0,2719000000.0,2831000000.0,-3.162727427308281,-53.04080061585835,-3.9561992228894387
MSCI,Common Stock,MSCI Inc,"MSCI Inc. is a prominent global provider of investment decision-support tools, headquartered in New York City. The company offers an extensive range of products, including equity, fixed income, hedge fund indexes, and ESG solutions, notably featuring its influential MSCI Indexes such as the MSCI World, MSCI BRIC, and MSCI EAFE. By delivering innovative portfolio analysis and risk management solutions, MSCI empowers institutional investors to make informed decisions and optimize investment strategies across diverse asset classes and geographies, thereby playing a critical role in the global investment landscape.",1408198,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"7 WORLD TRADE CENTER, NEW YORK, NY, UNITED STATES, 10007",https://www.msci.com,2015-12-31,2014-12-31,1075013000.0,996680000.0,223648000.0,284113000.0,807318000.0,688106000.0,7.859393185375446,-21.282025109727467,17.32465637561655
NDAQ,Common Stock,Nasdaq Inc,"Nasdaq, Inc. is a premier global financial services corporation headquartered in New York City, recognized for its significant role in facilitating capital markets through its operations of multiple stock exchanges in the U.S. and Europe. The company is renowned for its cutting-edge electronic trading platform and offers a diverse range of financial products, including equities, options, futures, and exchange-traded funds (ETFs). Nasdaq’s commitment to innovation and enhancing market efficiency and transparency positions it as a crucial player in the rapidly evolving landscape of global finance, attracting institutional investors and participants seeking reliable market solutions.",1120193,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"151 WEST 42ND STREET, NEW YORK, NY, UNITED STATES, 10036",https://www.nasdaq.com,2015-12-31,2014-12-31,3403000000.0,3500000000.0,428000000.0,414000000.0,1366000000.0,1360000000.0,-2.7714285714285714,3.3816425120772946,0.4411764705882353
NTAP,Common Stock,NetApp Inc,"NetApp, Inc. (NTAP) is a leading provider of hybrid cloud data services and data management solutions, headquartered in Sunnyvale, California. Founded in 1992 and publicly traded since 1995, the company empowers enterprises to optimize their data storage and management through seamless integration of on-premises and cloud environments. As organizations increasingly prioritize digital transformation and operational efficiency, NetApp's innovative portfolio positions it as a trusted partner, enabling businesses to navigate the complexities of a data-driven landscape. With a strong focus on advancements in cloud data solutions, NetApp is well-equipped for sustained growth in an evolving market.",1002047,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3060 OLSEN DRIVE, SAN JOSE, CA, UNITED STATES, 95128",https://www.netapp.com,2016-04-30,2015-04-30,5546000000.0,6122700000.0,229000000.0,559900000.0,3373000000.0,3833200000.0,-9.419047152400086,-59.09983925701018,-12.00563497860795
NFLX,Common Stock,Netflix Inc,"Netflix, Inc. is a premier American over-the-top content platform and production company, headquartered in Los Gatos, California. Since its inception in 1997, Netflix has transformed the entertainment landscape with its subscription-based streaming service, offering an expansive library of films and television series, including a diverse array of critically acclaimed original programming. As a trailblazer in the streaming industry, Netflix is strategically expanding its global footprint, employing innovative distribution methods and investing heavily in original content to enhance viewer engagement and drive subscriber growth. With a steadfast commitment to shaping the future of media consumption, Netflix continues to lead the way in the digital entertainment revolution.",1065280,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"121 ALBRIGHT WAY, LOS GATOS, CA, UNITED STATES, 95032",https://www.netflix.com,2015-12-31,2014-12-31,6779511000.0,5504656000.0,122641000.0,266799000.0,2188035000.0,1751896000.0,23.159576184233856,-54.032436403434794,24.895256339417408
NEM,Common Stock,Newmont Goldcorp Corp,"Newmont Corporation, headquartered in Greenwood Village, Colorado, is a leading gold mining company and one of the largest gold producers globally, boasting a diverse portfolio of high-quality assets across North America, South America, Australia, and Africa. With a steadfast commitment to sustainable mining practices, Newmont prioritizes operational excellence, safety, and environmental stewardship, ensuring consistent value creation for its stakeholders. The company's strategic adaptability to changing market conditions enhances its position for sustained long-term growth, while its innovative technologies and resource management practices underscore its leadership in the mining sector.",1164727,NYSE,USD,USA,BASIC MATERIALS,GOLD,"6900 E LAYTON AVENUE, DENVER, CO, UNITED STATES, 80237",https://www.newmont.com,2015-12-31,2014-12-31,6085000000.0,7321000000.0,220000000.0,508000000.0,930000000.0,1290000000.0,-16.882939489140828,-56.69291338582677,-27.906976744186046
NWSA,Common Stock,News Corp A,"News Corp (NWSA) is a prominent global media conglomerate renowned for its extensive portfolio that encompasses digital real estate information, news media, publishing, and cable television. The company features respected brands in journalism and publishing, effectively delivering quality content across traditional and digital platforms. By integrating innovative technology into its services, particularly in real estate information, News Corp demonstrates a commitment to enhancing audience engagement and is well-positioned to capitalize on the rapidly evolving media landscape.",1564708,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://newscorp.com,2016-06-30,2015-06-30,8292000000.0,8524000000.0,179000000.0,-147000000.0,8292000000.0,8524000000.0,-2.721726888784608,-221.76870748299316,-2.721726888784608
NWS,Common Stock,News Corp B,"News Corp B is a prominent American media and publishing conglomerate, distinguished by its diverse portfolio that includes digital real estate information, news media, book publishing, and cable television. The company is home to prestigious brands such as The Wall Street Journal and HarperCollins, which enable it to effectively engage a wide audience while delivering high-quality content and innovative digital solutions. As a significant influencer in the evolving media landscape, News Corp B is well-positioned to harness industry trends, driving expansion and enhancing shareholder value in a rapidly digitizing environment. With a steadfast commitment to journalistic integrity and creativity, the company strives to connect and inform consumers while strategically increasing its market presence.",1564708,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://newscorp.com,2016-06-30,2015-06-30,8292000000.0,8633000000.0,179000000.0,-147000000.0,3059000000.0,3681000000.0,-3.949959457894127,-221.76870748299316,-16.897582178755773
NEE,Common Stock,Nextera Energy Inc,"NextEra Energy, Inc. (NEE) is a premier American clean energy provider, recognized globally as one of the largest producers of renewable energy, with a generating capacity of approximately 46 gigawatts from wind and solar sources. Headquartered in Juno Beach, Florida, the company showcased robust revenues exceeding $19 billion in 2022 and employs around 14,000 professionals across North America. With key subsidiaries like Florida Power & Light and NextEra Energy Resources, NextEra Energy is dedicated to driving innovation and sustainability in the energy sector, positioning itself advantageously to meet the escalating demand for cleaner, renewable power solutions in the transition to a low-carbon economy.",753308,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"700 UNIVERSE BOULEVARD, JUNO BEACH, FL, UNITED STATES, 33408",https://www.nexteraenergy.com,2015-12-31,2014-12-31,17486000000.0,17021000000.0,2752000000.0,2465000000.0,8890000000.0,8270000000.0,2.7319193936901476,11.643002028397566,7.496977025392987
NKE,Common Stock,Nike Inc,"Nike, Inc. is a leading global athletic brand headquartered in Beaverton, Oregon, recognized for its innovative footwear, apparel, and sports equipment. As the largest supplier of athletic shoes and apparel, Nike effectively leverages its strong brand portfolio and advanced marketing strategies to maintain its dominant market position. Committed to sustainability and technological advancement, the company continuously enhances its offerings while fostering brand loyalty across diverse consumer segments. With a robust global supply chain and a strategic emphasis on digital sales channels, Nike is well-positioned to capitalize on emerging trends in the athletic and lifestyle markets, ensuring sustained growth and market leadership.",320187,NYSE,USD,USA,CONSUMER CYCLICAL,FOOTWEAR & ACCESSORIES,"ONE BOWERMAN DRIVE, BEAVERTON, OR, UNITED STATES, 97005-6453",https://www.nike.com,2016-05-31,2015-05-31,32376000000.0,30601000000.0,3760000000.0,3273000000.0,14971000000.0,14067000000.0,5.800464037122969,14.87931561258784,6.426388000284354
NI,Common Stock,NiSource Inc,"NiSource Inc. is a leading regulated utility company headquartered in Merrillville, Indiana, serving approximately 4 million customers across the Midwest and Northeast regions of the United States. The company, through its subsidiaries, delivers vital natural gas and electricity services while prioritizing sustainability and infrastructure modernization in its operations. Committed to transitioning towards cleaner energy solutions, NiSource is focused on enhancing service reliability and safety to meet the demands of evolving regulatory environments. With a strong emphasis on innovation and community engagement, NiSource is strategically positioned to navigate the dynamic energy landscape and generate long-term value for its stakeholders.",1111711,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED GAS,"801 EAST 86TH AVENUE, MERRILLVILLE, IN, UNITED STATES, 46410",https://www.nisource.com,2015-12-31,2014-12-31,4651800000.0,6470600000.0,286500000.0,530000000.0,1582000000.0,1532200000.0,-28.108676166043335,-45.943396226415096,3.250228429708915
NDSN,Common Stock,Nordson Corporation,"Nordson Corporation (NDSN) is a prominent player in precision technology, providing cutting-edge dispensing, application, and control solutions tailored for a wide array of materials such as adhesives, coatings, and polymers. Based in Westlake, Ohio, the company boasts a substantial international footprint and serves multiple industries, underscoring its commitment to innovation and excellence through ongoing research and development efforts. With a comprehensive product lineup and a strategic focus on enhancing manufacturing efficiencies, Nordson presents an attractive investment opportunity for institutional investors aiming to leverage growth within the industrial and manufacturing landscape.",72331,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"28601 CLEMENS ROAD, WESTLAKE, OH, UNITED STATES, 44145-4551",https://www.nordson.com,2015-10-31,2014-10-31,1688666000.0,1704021000.0,211111000.0,246773000.0,913964000.0,945098000.0,-0.9011039183202554,-14.451337869215838,-3.2942615474797323
NSC,Common Stock,Norfolk Southern Corporation,"Norfolk Southern Corporation (NSC) is a premier Class I freight railroad that operates an extensive network of approximately 19,420 route miles primarily across the eastern United States, headquartered in Atlanta, Georgia. The company serves 22 states and the District of Columbia, establishing essential transportation links to international markets through strategic connections in Canada. Norfolk Southern is integral to the U.S. economy, efficiently transporting a diverse range of goods, including coal, automotive products, and intermodal containers. With a strong commitment to operational excellence, innovation, and sustainability, NSC continually seeks to enhance its services and reduce its environmental footprint, positioning itself as a leader in the rail transportation sector.",702165,NYSE,USD,USA,INDUSTRIALS,RAILROADS,"650 WEST PEACHTREE STREET NW, ATLANTA, GA, UNITED STATES, 30308-1925",https://www.norfolksouthern.com,2015-12-31,2014-12-31,10511000000.0,11624000000.0,1556000000.0,2000000000.0,2879000000.0,3570000000.0,-9.575017205781142,-22.2,-19.35574229691877
NTRS,Common Stock,Northern Trust Corporation,"Northern Trust Corporation, headquartered in Chicago, Illinois, is a distinguished financial services firm specializing in asset servicing, fund administration, and wealth management. With a focus on serving corporations, institutional investors, and ultra high net worth individuals, the company harnesses its extensive industry knowledge and cutting-edge technology to enhance client financial strategies. Renowned for its unwavering commitment to integrity and exceptional client service, Northern Trust has established itself as a trusted leader in the financial sector, consistently delivering innovative and reliable solutions tailored to meet diverse client needs.",73124,NASDAQ,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"50 SOUTH LA SALLE STREET, CHICAGO, IL, UNITED STATES, 60603",https://www.northerntrust.com/asia-pac/home,2015-12-31,2014-12-31,4756600000.0,4512600000.0,973800000.0,811800000.0,4645700000.0,4325200000.0,5.407082391525949,19.955654101995567,7.410061962452604
NOC,Common Stock,Northrop Grumman Corporation,"Northrop Grumman Corporation (NYSE: NOC) is a premier aerospace and defense technology firm, delivering innovative systems and solutions that support the U.S. government and allied nations. The company's diverse capabilities include autonomous systems, cybersecurity, C4ISR, and space solutions, positioning it as a pivotal player in enhancing national security and driving technological advancement. With a strong emphasis on engineering excellence and sustainability, Northrop Grumman continues to provide mission-critical capabilities that meet the evolving challenges of a dynamic global landscape.",1133421,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"2980 FAIRVIEW PARK DRIVE, FALLS CHURCH, VA, UNITED STATES, 22042",https://www.northropgrumman.com,2015-12-31,2014-12-31,23526000000.0,23979000000.0,1990000000.0,2069000000.0,5642000000.0,5601000000.0,-1.8891530088827724,-3.818269695505075,0.7320121406891626
NCLH,Common Stock,Norwegian Cruise Line Holdings Ltd,"Norwegian Cruise Line Holdings Ltd. (NCLH) is a leading global cruise operator headquartered in Miami, Florida, offering a diverse fleet that caters to a wide range of customer preferences across North America, Europe, and the Asia-Pacific region. With its three distinct brands—Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises—NCLH serves various market segments while delivering exceptional service and innovative experiences. The company is focused on enhancing guest satisfaction and prioritizing sustainability, positioning itself strategically for significant growth as the cruise industry rebounds.",1513761,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"7665 CORPORATE CENTER DRIVE, MIAMI, FL, UNITED STATES, 33126",https://www.nclhltd.com,2015-12-31,2014-12-31,4345048000.0,3125881000.0,427137000.0,338352000.0,1689599000.0,1179257000.0,39.00234845792274,26.240424173641653,43.27657160398454
NRG,Common Stock,NRG Energy Inc.,"NRG Energy, Inc. is a leading integrated energy company headquartered in Houston, Texas, committed to delivering innovative and sustainable energy solutions. Since its independence in 2000, NRG has built a diverse portfolio of power generation assets that encompass traditional fossil fuels as well as renewable energy sources, reflecting its dedication to the energy transition. The company is focused on enhancing the customer experience and driving operational efficiency while playing a pivotal role in the evolution of the energy market towards cleaner, more reliable energy options. With strategic investments in technology and infrastructure, NRG Energy positions itself as a key player in shaping the future of energy for consumers and communities alike.",1013871,NYSE,USD,USA,UTILITIES,UTILITIES - INDEPENDENT POWER PRODUCERS,"910 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.nrg.com,2015-12-31,2014-12-31,12328000000.0,15868000000.0,-6382000000.0,134000000.0,3328000000.0,4060000000.0,-22.309049659692462,-4862.686567164179,-18.029556650246306
NUE,Common Stock,Nucor Corp,"Nucor Corporation (NUE), based in Charlotte, North Carolina, is the leading steel producer in the United States and a pioneer in sustainable steelmaking practices. As the largest recycler of steel in North America, the company leverages advanced electric arc furnace technology across its extensive network of mini-mills, substantially lowering its carbon footprint. With a diverse range of products, including rebar, beams, and sheet steel, Nucor serves various industries, underscoring its significant role in the global steel sector. Nucor's impressive financial metrics and strategic growth investments demonstrate its commitment to delivering robust returns to shareholders while prioritizing environmental responsibility.",73309,NYSE,USD,USA,BASIC MATERIALS,STEEL,"1915 REXFORD ROAD, CHARLOTTE, NC, UNITED STATES, 28211",https://www.nucor.com,2015-12-31,2014-12-31,16439276000.0,21105141000.0,357659000.0,713946000.0,1113890000.0,1849237000.0,-22.107717735692926,-49.90391430164186,-39.7648868154812
NVDA,Common Stock,NVIDIA Corporation,"NVIDIA Corporation is a prominent American multinational technology firm based in Santa Clara, California, recognized for its leadership in the design and manufacturing of advanced graphics processing units (GPUs) for gaming and professional markets. The company is at the cutting edge of AI and visual computing technologies, developing critical solutions such as System on a Chip (SoC) products that enhance mobile computing and automotive applications, particularly in the expanding field of autonomous driving. With a diverse portfolio that encompasses gaming, data centers, and AI infrastructure, NVIDIA is committed to delivering innovative products and services that meet the demands of a dynamic technology landscape.",1045810,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2788 SAN TOMAS EXPRESSWAY, SANTA CLARA, CA, UNITED STATES, 95051",https://www.nvidia.com,2016-01-31,2015-01-31,5010000000.0,4682000000.0,614000000.0,631000000.0,2811000000.0,2599000000.0,7.005553182400684,-2.694136291600634,8.156983455175066
NVR,Common Stock,NVR Inc,"NVR, Inc. is a prominent residential construction firm focused on the development and sale of single-family homes, townhomes, and condominiums, primarily along the East Coast of the U.S. Beyond its homebuilding operations, the company also offers mortgage banking and title services, creating a seamless home-buying experience for its customers. With a steadfast commitment to quality and customer satisfaction, NVR has positioned itself as a key player in the housing market, consistently navigating economic fluctuations and evolving consumer demands. The company's strategic adaptability and comprehensive service offerings underscore its robust market presence and long-term growth potential.",906163,NYSE,USD,USA,CONSUMER CYCLICAL,RESIDENTIAL CONSTRUCTION,"PLAZA AMERICA TOWER I, RESTON, VA, UNITED STATES, 20190",https://www.nvrinc.com,2015-12-31,2014-12-31,5165493000.0,4449508000.0,382927000.0,281630000.0,1046711000.0,880922000.0,16.091329648131882,35.96811419238007,18.819940925530297
NXPI,Common Stock,NXP Semiconductors NV,"NXP Semiconductors N.V., headquartered in Eindhoven, Netherlands, is a premier global semiconductor manufacturer specializing in secure connectivity solutions across automotive, industrial, and consumer markets. As a leader in innovation for the Internet of Things (IoT) and automotive safety, NXP is well-positioned to capitalize on the surging demand for connected devices. Its extensive product portfolio, which includes embedded processors, microcontrollers, and RF amplifiers, underpins its ability to drive advancements in next-generation technologies. The company's strong commitment to sustainability and operational excellence further solidifies its competitive advantage in the fast-paced semiconductor industry.",1413447,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"60 HIGH TECH CAMPUS, EINDHOVEN, NETHERLANDS, 5656 AG",https://www.nxp.com,2015-12-31,2014-12-31,6101000000.0,5647000000.0,1526000000.0,539000000.0,2787000000.0,2640000000.0,8.039667079865415,183.11688311688312,5.568181818181818
ORLY,Common Stock,O’Reilly Automotive Inc,"O'Reilly Automotive Inc. is a premier retailer in the American automotive aftermarket, providing an extensive array of auto parts, tools, and accessories tailored to both professional mechanics and do-it-yourself consumers. The company boasts a strong national footprint supported by a sophisticated distribution network, allowing it to efficiently meet the diverse needs of its customer base. O'Reilly's dedication to innovative solutions and exceptional customer service enables it to maintain a competitive edge in the automotive retail landscape, positioning the firm for sustained growth amid ongoing trends in vehicle maintenance and repair. This strategic focus not only enhances operational efficiency but also drives profitability, making O'Reilly Automotive a compelling investment opportunity in the retail sector.",898173,NASDAQ,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"233 SOUTH PATTERSON AVENUE, SPRINGFIELD, MO, UNITED STATES, 65802-2298",https://www.oreillyauto.com,2015-12-31,2014-12-31,7966674000.0,7216081000.0,931216000.0,778182000.0,4162643000.0,3708901000.0,10.401670934680473,19.66557951738796,12.233866582041419
OXY,Common Stock,Occidental Petroleum Corporation,"Occidental Petroleum Corporation (OXY) is a leading global oil and gas exploration and production company, characterized by its diverse portfolio of hydrocarbon resources primarily located in the United States, the Middle East, and Colombia. In addition to its upstream operations, Occidental is actively involved in petrochemical manufacturing across North and South America, leveraging its technological expertise to enhance operational efficiency. The company is deeply committed to sustainability and is strategically advancing low-carbon initiatives, positioning itself effectively in the dynamic energy landscape while addressing emerging environmental challenges. With a forward-looking approach to energy transition, Occidental is well-equipped to meet the demands of a changing global economy.",797468,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"5 GREENWAY PLAZA, HOUSTON, TX, UNITED STATES, 77046-0521",https://www.oxy.com,2015-12-31,2014-12-31,12478000000.0,19391000000.0,-7829000000.0,616000000.0,2094000000.0,8177000000.0,-35.650559537929965,-1370.9415584415585,-74.39158615629204
ODFL,Common Stock,Old Dominion Freight Line Inc,"Old Dominion Freight Line, Inc. (ODFL) is a leading American less-than-truckload (LTL) carrier renowned for its operational excellence and comprehensive freight services spanning regional, inter-regional, and national markets. The company delivers a diverse array of logistics solutions, including expedited transportation, supply chain consulting, and transportation management, demonstrating a strong commitment to customer satisfaction. With a focus on innovative, technology-driven strategies and an expanding network, Old Dominion is strategically positioned for continued growth in the highly competitive transportation sector, making it an attractive prospect for institutional investors.",878927,NASDAQ,USD,USA,INDUSTRIALS,TRUCKING,"500 OLD DOMINION WAY, THOMASVILLE, NC, UNITED STATES, 27360",https://www.odfl.com,2015-12-31,2014-12-31,2972442000.0,2787897000.0,304690000.0,267514000.0,757499000.0,687488000.0,6.619505670403175,13.896842782060004,10.183595931856265
OMC,Common Stock,Omnicom Group Inc,"Omnicom Group Inc. (OMC) is a leading global provider of advertising, marketing, and corporate communications services, headquartered in New York City. The company operates a diverse portfolio of agency networks and specialty firms, utilizing innovative strategies and data-driven insights to help clients engage effectively with their target audiences across multiple channels. With a presence in over 100 countries, Omnicom serves a wide range of clients, from multinational corporations to local enterprises, emphasizing creativity and strategic planning to deliver measurable results. In an ever-evolving marketing landscape, Omnicom is strategically positioned for continued growth and success.",29989,NYSE,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"280 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10017",https://www.omnicomgroup.com,2015-12-31,2014-12-31,15134400000.0,15317800000.0,1093900000.0,1104000000.0,3481400000.0,3673400000.0,-1.197299873349959,-0.9148550724637682,-5.226765394457451
ON,Common Stock,ON Semiconductor Corporation,"ON Semiconductor Corporation is a prominent global supplier of semiconductor solutions, focusing on power management, analog, and imaging technologies that address a wide spectrum of applications in automotive, industrial, and consumer electronics sectors. Based in Phoenix, Arizona, the company is well-positioned to leverage the increasing demand for energy-efficient and smart technologies. ON Semiconductor's dedication to innovation and its comprehensive range of high-performance products not only enhance its market presence but also support sustainable growth in the dynamic semiconductor industry. As a key player in the market, ON Semiconductor is committed to delivering cutting-edge solutions that meet the evolving needs of its diverse customer base.",1097864,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"5701 NORTH PIMA ROAD, SCOTTSDALE, AZ, UNITED STATES, 85250",https://www.onsemi.com,2015-12-31,2014-12-31,3495800000.0,3161800000.0,206200000.0,189700000.0,1193200000.0,1084900000.0,10.563603010943133,8.697944122298367,9.98248686514886
OKE,Common Stock,ONEOK Inc,"ONEOK Inc. is a premier diversified energy firm based in Tulsa, Oklahoma, recognized for its pivotal role in the transportation and storage of natural gas and natural gas liquids across North America. As a prominent Fortune 500 company, it boasts a vast network of pipelines and processing facilities that strategically position it to capitalize on the surging demand for cleaner energy sources. Committed to sustainability and operational excellence, ONEOK is focused on growth initiatives that aim to enhance shareholder value while effectively addressing the energy requirements of various markets. Its robust financial foundation further underscores its capacity to navigate the evolving energy landscape and seize emerging opportunities.",1039684,NYSE,USD,USA,ENERGY,OIL & GAS MIDSTREAM,"100 WEST FIFTH STREET, TULSA, OK, UNITED STATES, 74103",https://www.oneok.com/,2015-12-31,2014-12-31,7682117000.0,12216143000.0,244977000.0,314107000.0,1080697000.0,1233768000.0,-37.115037045653445,-22.00842388103417,-12.406789607122247
ORCL,Common Stock,Oracle Corporation,"Oracle Corporation is a leading multinational technology company based in Austin, Texas, specializing in a broad range of software products and cloud computing solutions. As a dominant force in the cloud infrastructure sector, Oracle is committed to driving digital transformation for enterprises by leveraging cutting-edge technologies, including artificial intelligence and machine learning. The company maintains a robust focus on research and development, consistently updating its portfolio to meet the evolving needs of global businesses, thereby solidifying its reputation for innovation and excellence in the technology space.",1341439,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"2300 ORACLE WAY, AUSTIN, TX, UNITED STATES, 78741",https://www.oracle.com,2016-05-31,2015-05-31,37047000000.0,38226000000.0,8901000000.0,9938000000.0,29568000000.0,30694000000.0,-3.0842881808193376,-10.434695109680016,-3.6684694077018314
PCAR,Common Stock,PACCAR Inc,"PACCAR Inc is a leading American manufacturer specializing in medium- and heavy-duty trucks, and is recognized as a major player in the global commercial vehicle market. The company’s diverse portfolio features iconic brands such as Kenworth, Peterbilt, Leyland Trucks, and DAF, and it excels in vehicle design, manufacturing, and advanced information technology solutions. In addition to its commitment to producing high-quality trucks, PACCAR offers extensive customer support, powertrain solutions, and comprehensive financial services. With its focus on sustainability and innovation, PACCAR is well-positioned for long-term growth, making it an attractive option for institutional investors seeking reliable opportunities in the transportation sector.",75362,NASDAQ,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"777 - 106TH AVENUE N.E., BELLEVUE, WA, UNITED STATES, 98004",https://www.paccar.com,2015-12-31,2014-12-31,19115000000.0,18997000000.0,1604000000.0,1358800000.0,3087100000.0,2768200000.0,0.6211507080065274,18.045334118339714,11.520121378513114
PKG,Common Stock,Packaging Corp of America,"Packaging Corporation of America (PKG) is a premier manufacturer of containerboard and corrugated packaging solutions, based in Lake Forest, Illinois. The company is distinguished by its strong commitment to sustainability and innovation, which positions it favorably to meet the increasing demand for eco-friendly packaging across diverse industries. Operating state-of-the-art manufacturing facilities and utilizing advanced technologies, PKG consistently delivers high-quality products while enhancing production efficiency. With a reputation for operational excellence and robust financial performance, Packaging Corporation of America presents a compelling investment opportunity for institutional investors looking to gain exposure to the dynamic and evolving packaging sector.",75677,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"1 NORTH FIELD COURT, LAKE FOREST, IL, UNITED STATES, 60045",https://www.packagingcorp.com,2016-12-31,2015-12-31,5779000000.0,5741700000.0,449600000.0,436800000.0,1275700000.0,1208000000.0,0.6496333838410226,2.93040293040293,5.604304635761589
PANW,Common Stock,Palo Alto Networks Inc,"Palo Alto Networks, Inc. (PANW) is a premier cybersecurity provider, recognized for its innovative platform that safeguards organizations against a spectrum of cyber threats through advanced firewall systems, cloud security, and AI-driven threat intelligence. Based in Santa Clara, California, the company caters to a diverse global clientele, establishing itself as a pivotal ally in the increasingly complex cybersecurity arena. With a strategic emphasis on enhancing enterprise security and mitigating risk, Palo Alto Networks is committed to expanding its suite of offerings and market presence to meet the surging demand for comprehensive cybersecurity solutions.",1327567,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3000 TANNERY WAY, SANTA CLARA, CA, UNITED STATES, 95054",https://www.paloaltonetworks.com,2016-07-31,2015-07-31,1378500000.0,928052000.0,-225900000.0,-164982000.0,1008500000.0,676553000.0,48.53693543034227,36.92402807579009,49.06444875715576
PSKY,Common Stock,Paramount Skydance Corporation Class B Common Stock,"Paramount Skydance Corporation (PSKY) is a leading force in the global media and entertainment industry, based in New York, New York. With expertise in film, television, and digital media, the company is dedicated to creating and distributing high-quality content that engages and captivates audiences around the world. Through its innovative storytelling and robust production capabilities, Paramount Skydance is well-positioned to leverage growth opportunities in a dynamic market. Its strong brand recognition and diverse content portfolio enhance its appeal, making it a compelling investment for institutional investors seeking exposure in the entertainment sector.",2041610,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1515 BROADWAY, NEW YORK, NY, UNITED STATES, 10036",https://www.paramount.com,2015-12-31,2014-12-31,13886000000.0,13806000000.0,1413000000.0,2959000000.0,5562000000.0,5717000000.0,0.5794582065768507,-52.247380871916185,-2.711212174217247
