symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,latest_fiscal_date,previous_fiscal_date,latest_revenue,previous_revenue,latest_net_income,previous_net_income,latest_gross_profit,previous_gross_profit,latest_revenue_growth_%,latest_net_income_growth_%,latest_gross_profit_growth_%
NWS,Common Stock,News Corp B,"News Corp B is a prominent American media and publishing conglomerate, distinguished by its diverse portfolio that includes digital real estate information, news media, book publishing, and cable television. The company is home to prestigious brands such as The Wall Street Journal and HarperCollins, which enable it to effectively engage a wide audience while delivering high-quality content and innovative digital solutions. As a significant influencer in the evolving media landscape, News Corp B is well-positioned to harness industry trends, driving expansion and enhancing shareholder value in a rapidly digitizing environment. With a steadfast commitment to journalistic integrity and creativity, the company strives to connect and inform consumers while strategically increasing its market presence.",1564708,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://newscorp.com,2025-06-30,2024-06-30,8452000000.0,8252000000.0,1180000000.0,266000000.0,8452000000.0,8252000000.0,2.423654871546292,343.609022556391,2.423654871546292
NEE,Common Stock,Nextera Energy Inc,"NextEra Energy, Inc. (NEE) is a premier American clean energy provider, recognized globally as one of the largest producers of renewable energy, with a generating capacity of approximately 46 gigawatts from wind and solar sources. Headquartered in Juno Beach, Florida, the company showcased robust revenues exceeding $19 billion in 2022 and employs around 14,000 professionals across North America. With key subsidiaries like Florida Power & Light and NextEra Energy Resources, NextEra Energy is dedicated to driving innovation and sustainability in the energy sector, positioning itself advantageously to meet the escalating demand for cleaner, renewable power solutions in the transition to a low-carbon economy.",753308,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"700 UNIVERSE BOULEVARD, JUNO BEACH, FL, UNITED STATES, 33408",https://www.nexteraenergy.com,2024-12-31,2023-12-31,24753000000.0,28114000000.0,6946000000.0,7310000000.0,14867000000.0,17976000000.0,-11.954897915629225,-4.979480164158686,-17.29528259902092
NKE,Common Stock,Nike Inc,"Nike, Inc. is a leading global athletic brand headquartered in Beaverton, Oregon, recognized for its innovative footwear, apparel, and sports equipment. As the largest supplier of athletic shoes and apparel, Nike effectively leverages its strong brand portfolio and advanced marketing strategies to maintain its dominant market position. Committed to sustainability and technological advancement, the company continuously enhances its offerings while fostering brand loyalty across diverse consumer segments. With a robust global supply chain and a strategic emphasis on digital sales channels, Nike is well-positioned to capitalize on emerging trends in the athletic and lifestyle markets, ensuring sustained growth and market leadership.",320187,NYSE,USD,USA,CONSUMER CYCLICAL,FOOTWEAR & ACCESSORIES,"ONE BOWERMAN DRIVE, BEAVERTON, OR, UNITED STATES, 97005-6453",https://www.nike.com,2025-05-31,2024-05-31,46309000000.0,51362000000.0,3219000000.0,5700000000.0,19790000000.0,22887000000.0,-9.838012538452553,-43.526315789473685,-13.531699217896623
NI,Common Stock,NiSource Inc,"NiSource Inc. is a leading regulated utility company headquartered in Merrillville, Indiana, serving approximately 4 million customers across the Midwest and Northeast regions of the United States. The company, through its subsidiaries, delivers vital natural gas and electricity services while prioritizing sustainability and infrastructure modernization in its operations. Committed to transitioning towards cleaner energy solutions, NiSource is focused on enhancing service reliability and safety to meet the demands of evolving regulatory environments. With a strong emphasis on innovation and community engagement, NiSource is strategically positioned to navigate the dynamic energy landscape and generate long-term value for its stakeholders.",1111711,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED GAS,"801 EAST 86TH AVENUE, MERRILLVILLE, IN, UNITED STATES, 46410",https://www.nisource.com,2024-12-31,2023-12-31,5455100000.0,5505400000.0,760400000.0,714300000.0,2807700000.0,2477200000.0,-0.9136484179169543,6.453870922581547,13.341676085903439
NDSN,Common Stock,Nordson Corporation,"Nordson Corporation (NDSN) is a prominent player in precision technology, providing cutting-edge dispensing, application, and control solutions tailored for a wide array of materials such as adhesives, coatings, and polymers. Based in Westlake, Ohio, the company boasts a substantial international footprint and serves multiple industries, underscoring its commitment to innovation and excellence through ongoing research and development efforts. With a comprehensive product lineup and a strategic focus on enhancing manufacturing efficiencies, Nordson presents an attractive investment opportunity for institutional investors aiming to leverage growth within the industrial and manufacturing landscape.",72331,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"28601 CLEMENS ROAD, WESTLAKE, OH, UNITED STATES, 44145-4551",https://www.nordson.com,2024-10-31,2023-10-31,2689921000.0,2628632000.0,467284000.0,487493000.0,1486129000.0,1425405000.0,2.33159301111757,-4.145495422498374,4.260122561657915
NSC,Common Stock,Norfolk Southern Corporation,"Norfolk Southern Corporation (NSC) is a premier Class I freight railroad that operates an extensive network of approximately 19,420 route miles primarily across the eastern United States, headquartered in Atlanta, Georgia. The company serves 22 states and the District of Columbia, establishing essential transportation links to international markets through strategic connections in Canada. Norfolk Southern is integral to the U.S. economy, efficiently transporting a diverse range of goods, including coal, automotive products, and intermodal containers. With a strong commitment to operational excellence, innovation, and sustainability, NSC continually seeks to enhance its services and reduce its environmental footprint, positioning itself as a leader in the rail transportation sector.",702165,NYSE,USD,USA,INDUSTRIALS,RAILROADS,"650 WEST PEACHTREE STREET NW, ATLANTA, GA, UNITED STATES, 30308-1925",https://www.norfolksouthern.com,2024-12-31,2023-12-31,12123000000.0,12156000000.0,2622000000.0,1827000000.0,3764000000.0,6097000000.0,-0.27147087857847974,43.51395730706076,-38.26472035427259
NTRS,Common Stock,Northern Trust Corporation,"Northern Trust Corporation, headquartered in Chicago, Illinois, is a distinguished financial services firm specializing in asset servicing, fund administration, and wealth management. With a focus on serving corporations, institutional investors, and ultra high net worth individuals, the company harnesses its extensive industry knowledge and cutting-edge technology to enhance client financial strategies. Renowned for its unwavering commitment to integrity and exceptional client service, Northern Trust has established itself as a trusted leader in the financial sector, consistently delivering innovative and reliable solutions tailored to meet diverse client needs.",73124,NASDAQ,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"50 SOUTH LA SALLE STREET, CHICAGO, IL, UNITED STATES, 60603",https://www.northerntrust.com/asia-pac/home,2024-12-31,2023-12-31,15875600000.0,12116500000.0,2031100000.0,1107300000.0,8293400000.0,6749000000.0,31.024635827177814,83.42815858394292,22.88339013187139
NOC,Common Stock,Northrop Grumman Corporation,"Northrop Grumman Corporation (NYSE: NOC) is a premier aerospace and defense technology firm, delivering innovative systems and solutions that support the U.S. government and allied nations. The company's diverse capabilities include autonomous systems, cybersecurity, C4ISR, and space solutions, positioning it as a pivotal player in enhancing national security and driving technological advancement. With a strong emphasis on engineering excellence and sustainability, Northrop Grumman continues to provide mission-critical capabilities that meet the evolving challenges of a dynamic global landscape.",1133421,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"2980 FAIRVIEW PARK DRIVE, FALLS CHURCH, VA, UNITED STATES, 22042",https://www.northropgrumman.com,2024-12-31,2023-12-31,41033000000.0,39290000000.0,4174000000.0,2056000000.0,8362000000.0,39290000000.0,4.436243318910664,103.01556420233462,-78.7172308475439
NCLH,Common Stock,Norwegian Cruise Line Holdings Ltd,"Norwegian Cruise Line Holdings Ltd. (NCLH) is a leading global cruise operator headquartered in Miami, Florida, offering a diverse fleet that caters to a wide range of customer preferences across North America, Europe, and the Asia-Pacific region. With its three distinct brands—Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises—NCLH serves various market segments while delivering exceptional service and innovative experiences. The company is focused on enhancing guest satisfaction and prioritizing sustainability, positioning itself strategically for significant growth as the cruise industry rebounds.",1513761,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"7665 CORPORATE CENTER DRIVE, MIAMI, FL, UNITED STATES, 33126",https://www.nclhltd.com,2024-12-31,2023-12-31,9479651000.0,8549924000.0,910257000.0,166178000.0,3790955000.0,3081337000.0,10.874096658636965,447.7602330031653,23.029548536885123
NRG,Common Stock,NRG Energy Inc.,"NRG Energy, Inc. is a leading integrated energy company headquartered in Houston, Texas, committed to delivering innovative and sustainable energy solutions. Since its independence in 2000, NRG has built a diverse portfolio of power generation assets that encompass traditional fossil fuels as well as renewable energy sources, reflecting its dedication to the energy transition. The company is focused on enhancing the customer experience and driving operational efficiency while playing a pivotal role in the evolution of the energy market towards cleaner, more reliable energy options. With strategic investments in technology and infrastructure, NRG Energy positions itself as a key player in shaping the future of energy for consumers and communities alike.",1013871,NYSE,USD,USA,UTILITIES,UTILITIES - INDEPENDENT POWER PRODUCERS,"910 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.nrg.com,2024-12-31,2023-12-31,28130000000.0,28823000000.0,1125000000.0,-202000000.0,6030000000.0,2297000000.0,-2.4043298754466917,-656.9306930693069,162.51632564214194
NUE,Common Stock,Nucor Corp,"Nucor Corporation (NUE), based in Charlotte, North Carolina, is the leading steel producer in the United States and a pioneer in sustainable steelmaking practices. As the largest recycler of steel in North America, the company leverages advanced electric arc furnace technology across its extensive network of mini-mills, substantially lowering its carbon footprint. With a diverse range of products, including rebar, beams, and sheet steel, Nucor serves various industries, underscoring its significant role in the global steel sector. Nucor's impressive financial metrics and strategic growth investments demonstrate its commitment to delivering robust returns to shareholders while prioritizing environmental responsibility.",73309,NYSE,USD,USA,BASIC MATERIALS,STEEL,"1915 REXFORD ROAD, CHARLOTTE, NC, UNITED STATES, 28211",https://www.nucor.com,2024-12-31,2023-12-31,30734000000.0,34714000000.0,2027000000.0,4524801000.0,4102000000.0,7815000000.0,-11.465114939217607,-55.20244978729452,-47.511196417146515
NVDA,Common Stock,NVIDIA Corporation,"NVIDIA Corporation is a prominent American multinational technology firm based in Santa Clara, California, recognized for its leadership in the design and manufacturing of advanced graphics processing units (GPUs) for gaming and professional markets. The company is at the cutting edge of AI and visual computing technologies, developing critical solutions such as System on a Chip (SoC) products that enhance mobile computing and automotive applications, particularly in the expanding field of autonomous driving. With a diverse portfolio that encompasses gaming, data centers, and AI infrastructure, NVIDIA is committed to delivering innovative products and services that meet the demands of a dynamic technology landscape.",1045810,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2788 SAN TOMAS EXPRESSWAY, SANTA CLARA, CA, UNITED STATES, 95051",https://www.nvidia.com,2025-01-31,2024-01-31,130497000000.0,60922000000.0,72880000000.0,29760000000.0,97858000000.0,44301000000.0,114.20340763599357,144.89247311827958,120.8934335568046
NVR,Common Stock,NVR Inc,"NVR, Inc. is a prominent residential construction firm focused on the development and sale of single-family homes, townhomes, and condominiums, primarily along the East Coast of the U.S. Beyond its homebuilding operations, the company also offers mortgage banking and title services, creating a seamless home-buying experience for its customers. With a steadfast commitment to quality and customer satisfaction, NVR has positioned itself as a key player in the housing market, consistently navigating economic fluctuations and evolving consumer demands. The company's strategic adaptability and comprehensive service offerings underscore its robust market presence and long-term growth potential.",906163,NYSE,USD,USA,CONSUMER CYCLICAL,RESIDENTIAL CONSTRUCTION,"PLAZA AMERICA TOWER I, RESTON, VA, UNITED STATES, 20190",https://www.nvrinc.com,2024-12-31,2023-12-31,10543571000.0,9534889000.0,1681928000.0,1591611000.0,2693022000.0,2483691000.0,10.578854142927096,5.674564953371144,8.428222351331144
NXPI,Common Stock,NXP Semiconductors NV,"NXP Semiconductors N.V., headquartered in Eindhoven, Netherlands, is a premier global semiconductor manufacturer specializing in secure connectivity solutions across automotive, industrial, and consumer markets. As a leader in innovation for the Internet of Things (IoT) and automotive safety, NXP is well-positioned to capitalize on the surging demand for connected devices. Its extensive product portfolio, which includes embedded processors, microcontrollers, and RF amplifiers, underpins its ability to drive advancements in next-generation technologies. The company's strong commitment to sustainability and operational excellence further solidifies its competitive advantage in the fast-paced semiconductor industry.",1413447,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"60 HIGH TECH CAMPUS, EINDHOVEN, NETHERLANDS, 5656 AG",https://www.nxp.com,2024-12-31,2023-12-31,12614000000.0,13276000000.0,2510000000.0,2797000000.0,7119000000.0,7553000000.0,-4.98644169930702,-10.26099392205935,-5.746061167747914
ORLY,Common Stock,O’Reilly Automotive Inc,"O'Reilly Automotive Inc. is a premier retailer in the American automotive aftermarket, providing an extensive array of auto parts, tools, and accessories tailored to both professional mechanics and do-it-yourself consumers. The company boasts a strong national footprint supported by a sophisticated distribution network, allowing it to efficiently meet the diverse needs of its customer base. O'Reilly's dedication to innovative solutions and exceptional customer service enables it to maintain a competitive edge in the automotive retail landscape, positioning the firm for sustained growth amid ongoing trends in vehicle maintenance and repair. This strategic focus not only enhances operational efficiency but also drives profitability, making O'Reilly Automotive a compelling investment opportunity in the retail sector.",898173,NASDAQ,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"233 SOUTH PATTERSON AVENUE, SPRINGFIELD, MO, UNITED STATES, 65802-2298",https://www.oreillyauto.com,2024-12-31,2023-12-31,16708479000.0,15812250000.0,2386680000.0,2346581000.0,8554489000.0,8104803000.0,5.667940995114548,1.7088265864251009,5.548389023150841
OXY,Common Stock,Occidental Petroleum Corporation,"Occidental Petroleum Corporation (OXY) is a leading global oil and gas exploration and production company, characterized by its diverse portfolio of hydrocarbon resources primarily located in the United States, the Middle East, and Colombia. In addition to its upstream operations, Occidental is actively involved in petrochemical manufacturing across North and South America, leveraging its technological expertise to enhance operational efficiency. The company is deeply committed to sustainability and is strategically advancing low-carbon initiatives, positioning itself effectively in the dynamic energy landscape while addressing emerging environmental challenges. With a forward-looking approach to energy transition, Occidental is well-equipped to meet the demands of a changing global economy.",797468,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"5 GREENWAY PLAZA, HOUSTON, TX, UNITED STATES, 77046-0521",https://www.oxy.com,2024-12-31,2023-12-31,27099000000.0,28331000000.0,3043000000.0,4673000000.0,9649000000.0,9742000000.0,-4.3485934135752355,-34.88123261288252,-0.9546294395401355
ODFL,Common Stock,Old Dominion Freight Line Inc,"Old Dominion Freight Line, Inc. (ODFL) is a leading American less-than-truckload (LTL) carrier renowned for its operational excellence and comprehensive freight services spanning regional, inter-regional, and national markets. The company delivers a diverse array of logistics solutions, including expedited transportation, supply chain consulting, and transportation management, demonstrating a strong commitment to customer satisfaction. With a focus on innovative, technology-driven strategies and an expanding network, Old Dominion is strategically positioned for continued growth in the highly competitive transportation sector, making it an attractive prospect for institutional investors.",878927,NASDAQ,USD,USA,INDUSTRIALS,TRUCKING,"500 OLD DOMINION WAY, THOMASVILLE, NC, UNITED STATES, 27360",https://www.odfl.com,2024-12-31,2023-12-31,5814810000.0,5866152000.0,1186073000.0,1239502000.0,2022793000.0,2072199000.0,-0.8752245083318674,-4.310521483628102,-2.3842304720733867
OMC,Common Stock,Omnicom Group Inc,"Omnicom Group Inc. (OMC) is a leading global provider of advertising, marketing, and corporate communications services, headquartered in New York City. The company operates a diverse portfolio of agency networks and specialty firms, utilizing innovative strategies and data-driven insights to help clients engage effectively with their target audiences across multiple channels. With a presence in over 100 countries, Omnicom serves a wide range of clients, from multinational corporations to local enterprises, emphasizing creativity and strategic planning to deliver measurable results. In an ever-evolving marketing landscape, Omnicom is strategically positioned for continued growth and success.",29989,NYSE,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"280 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10017",https://www.omnicomgroup.com,2024-12-31,2023-12-31,15689100000.0,14692200000.0,1480600000.0,1391400000.0,2740500000.0,2498400000.0,6.785232980765304,6.41080925686359,9.69020172910663
ON,Common Stock,ON Semiconductor Corporation,"ON Semiconductor Corporation is a prominent global supplier of semiconductor solutions, focusing on power management, analog, and imaging technologies that address a wide spectrum of applications in automotive, industrial, and consumer electronics sectors. Based in Phoenix, Arizona, the company is well-positioned to leverage the increasing demand for energy-efficient and smart technologies. ON Semiconductor's dedication to innovation and its comprehensive range of high-performance products not only enhance its market presence but also support sustainable growth in the dynamic semiconductor industry. As a key player in the market, ON Semiconductor is committed to delivering cutting-edge solutions that meet the evolving needs of its diverse customer base.",1097864,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"5701 NORTH PIMA ROAD, SCOTTSDALE, AZ, UNITED STATES, 85250",https://www.onsemi.com,2024-12-31,2023-12-31,7082300000.0,8253000000.0,1572800000.0,2183700000.0,3216100000.0,3883500000.0,-14.18514479583182,-27.975454503823787,-17.185528518089352
OKE,Common Stock,ONEOK Inc,"ONEOK Inc. is a premier diversified energy firm based in Tulsa, Oklahoma, recognized for its pivotal role in the transportation and storage of natural gas and natural gas liquids across North America. As a prominent Fortune 500 company, it boasts a vast network of pipelines and processing facilities that strategically position it to capitalize on the surging demand for cleaner energy sources. Committed to sustainability and operational excellence, ONEOK is focused on growth initiatives that aim to enhance shareholder value while effectively addressing the energy requirements of various markets. Its robust financial foundation further underscores its capacity to navigate the evolving energy landscape and seize emerging opportunities.",1039684,NYSE,USD,USA,ENERGY,OIL & GAS MIDSTREAM,"100 WEST FIFTH STREET, TULSA, OK, UNITED STATES, 74103",https://www.oneok.com/,2024-12-31,2023-12-31,21638000000.0,17677000000.0,3035000000.0,2659000000.0,5050000000.0,5748000000.0,22.4076483566216,14.140654381346371,-12.143354210160055
ORCL,Common Stock,Oracle Corporation,"Oracle Corporation is a leading multinational technology company based in Austin, Texas, specializing in a broad range of software products and cloud computing solutions. As a dominant force in the cloud infrastructure sector, Oracle is committed to driving digital transformation for enterprises by leveraging cutting-edge technologies, including artificial intelligence and machine learning. The company maintains a robust focus on research and development, consistently updating its portfolio to meet the evolving needs of global businesses, thereby solidifying its reputation for innovation and excellence in the technology space.",1341439,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"2300 ORACLE WAY, AUSTIN, TX, UNITED STATES, 78741",https://www.oracle.com,2025-05-31,2024-05-31,57399000000.0,52961000000.0,12443000000.0,10467000000.0,40472000000.0,37818000000.0,8.379751137629576,18.87837966943728,7.017822201068275
OTIS,Common Stock,Otis Worldwide Corp,"Otis Worldwide Corporation is a premier global provider of vertical transportation solutions, focusing on the design, manufacture, installation, and maintenance of elevators, escalators, and moving walkways. Headquartered in Farmington, Connecticut, Otis boasts a rich legacy of innovation and engineering excellence, emphasizing improved efficiency, safety, and urban mobility accessibility. With a strong international footprint, the company harnesses advanced technologies and data-driven solutions to adapt to the dynamically changing needs of its clientele, establishing itself as a significant contributor to the burgeoning smart building and infrastructure markets.",1781335,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"ONE CARRIER PLACE, FARMINGTON, CT, UNITED STATES, 06032",https://www.otis.com,2024-12-31,2023-12-31,14261000000.0,14209000000.0,1645000000.0,1406000000.0,4257000000.0,4193000000.0,0.36596523330283626,16.998577524893317,1.5263534462198902
PCAR,Common Stock,PACCAR Inc,"PACCAR Inc is a leading American manufacturer specializing in medium- and heavy-duty trucks, and is recognized as a major player in the global commercial vehicle market. The company’s diverse portfolio features iconic brands such as Kenworth, Peterbilt, Leyland Trucks, and DAF, and it excels in vehicle design, manufacturing, and advanced information technology solutions. In addition to its commitment to producing high-quality trucks, PACCAR offers extensive customer support, powertrain solutions, and comprehensive financial services. With its focus on sustainability and innovation, PACCAR is well-positioned for long-term growth, making it an attractive option for institutional investors seeking reliable opportunities in the transportation sector.",75362,NASDAQ,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"777 - 106TH AVENUE N.E., BELLEVUE, WA, UNITED STATES, 98004",https://www.paccar.com,2024-12-31,2023-12-31,33651699999.0,35127400000.0,4162000000.0,4600800000.0,6374300000.0,6421300000.0,-4.200994098623866,-9.537471744044513,-0.7319390154641584
PKG,Common Stock,Packaging Corp of America,"Packaging Corporation of America (PKG) is a premier manufacturer of containerboard and corrugated packaging solutions, based in Lake Forest, Illinois. The company is distinguished by its strong commitment to sustainability and innovation, which positions it favorably to meet the increasing demand for eco-friendly packaging across diverse industries. Operating state-of-the-art manufacturing facilities and utilizing advanced technologies, PKG consistently delivers high-quality products while enhancing production efficiency. With a reputation for operational excellence and robust financial performance, Packaging Corporation of America presents a compelling investment opportunity for institutional investors looking to gain exposure to the dynamic and evolving packaging sector.",75677,NYSE,USD,USA,CONSUMER CYCLICAL,PACKAGING & CONTAINERS,"1 NORTH FIELD COURT, LAKE FOREST, IL, UNITED STATES, 60045",https://www.packagingcorp.com,2024-12-31,2023-12-31,8383300000.0,7802400000.0,805100000.0,765200000.0,1783100000.0,1698900000.0,7.4451450835640305,5.214323052796654,4.956148095826712
PLTR,Common Stock,Palantir Technologies Inc. Class A Common Stock,"Palantir Technologies Inc. (PLTR) is a premier software provider specializing in data integration and analytics, serving a diverse range of clients across government and commercial sectors. Renowned for its platforms, Palantir Gotham and Palantir Foundry, the company enables organizations to efficiently aggregate, analyze, and visualize extensive datasets, driving critical decision-making and operational efficiency. Headquartered in Denver, Colorado, Palantir is recognized for its innovative use of advanced artificial intelligence and machine learning technologies, positioning itself as a key player in addressing complex challenges across global industries and presenting appealing investment opportunities for institutional investors.",1321655,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"1200 17TH STREET, DENVER, CO, UNITED STATES, 80202",https://www.palantir.com,2024-12-31,2023-12-31,2865507000.0,2225012000.0,462190000.0,209825000.0,2299517000.0,1793907000.0,28.78613688375613,120.27403788871678,28.18485016224364
PANW,Common Stock,Palo Alto Networks Inc,"Palo Alto Networks, Inc. (PANW) is a premier cybersecurity provider, recognized for its innovative platform that safeguards organizations against a spectrum of cyber threats through advanced firewall systems, cloud security, and AI-driven threat intelligence. Based in Santa Clara, California, the company caters to a diverse global clientele, establishing itself as a pivotal ally in the increasingly complex cybersecurity arena. With a strategic emphasis on enhancing enterprise security and mitigating risk, Palo Alto Networks is committed to expanding its suite of offerings and market presence to meet the surging demand for comprehensive cybersecurity solutions.",1327567,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3000 TANNERY WAY, SANTA CLARA, CA, UNITED STATES, 95054",https://www.paloaltonetworks.com,2025-07-31,2024-07-31,9221500000.0,8027500000.0,1133900000.0,2577600000.0,6769900000.0,5968300000.0,14.873871068203051,-56.00946617008069,13.43096023993432
PSKY,Common Stock,Paramount Skydance Corporation Class B Common Stock,"Paramount Skydance Corporation (PSKY) is a leading force in the global media and entertainment industry, based in New York, New York. With expertise in film, television, and digital media, the company is dedicated to creating and distributing high-quality content that engages and captivates audiences around the world. Through its innovative storytelling and robust production capabilities, Paramount Skydance is well-positioned to leverage growth opportunities in a dynamic market. Its strong brand recognition and diverse content portfolio enhance its appeal, making it a compelling investment for institutional investors seeking exposure in the entertainment sector.",2041610,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1515 BROADWAY, NEW YORK, NY, UNITED STATES, 10036",https://www.paramount.com,2024-12-31,2023-12-31,29213000000.0,29652000000.0,-6190000000.0,-608000000.0,8658000000.0,7264000000.0,-1.4805072170511264,918.0921052631579,19.190528634361232
PH,Common Stock,Parker-Hannifin Corporation,"Parker-Hannifin Corporation is a premier global leader in motion and control technologies, headquartered in Mayfield Heights, Ohio. Utilizing its vast engineering capabilities, the company creates innovative solutions for a wide range of industries, such as aerospace, industrial automation, and automotive sectors. Committed to sustainability, Parker-Hannifin enhances customer productivity while fostering technological advancements and operational excellence. With its strategic positioning to leverage trends in automation and industrial expansion, the company presents a compelling investment opportunity for institutional investors seeking growth in industrial sectors.",76334,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"6035 PARKLAND BOULEVARD, CLEVELAND, OH, UNITED STATES, 44124-4141",https://investors.parker.com,2025-06-30,2024-06-30,19850000000.0,19929606000.0,3531000000.0,2844215000.0,7315000000.0,7157375000.0,-0.3994358945179348,24.14673292982422,2.2022738783422695
PAYX,Common Stock,Paychex Inc,"Paychex, Inc. is a leading provider of integrated human resource, payroll, and benefits outsourcing solutions, primarily catering to small- and medium-sized enterprises. Headquartered in Rochester, New York, the company leverages cutting-edge technology and a client-centric approach to enhance workforce management efficiency. Offering a wide array of services including payroll processing, tax compliance, and employee benefits administration, Paychex is recognized for its unwavering commitment to reliability and superior customer support. As a reputable player in the HR services sector, Paychex not only helps businesses optimize their human capital but also drives sustainable growth, making it an invaluable partner for organizations seeking operational excellence.",723531,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"911 PANORAMA TRAIL SOUTH, ROCHESTER, NY, UNITED STATES, 14625-2396",https://www.paychex.com,2025-05-31,2024-05-31,5571700000.0,5278300000.0,1657300000.0,1690400000.0,4031300000.0,3799000000.0,5.558607885114526,-1.958116422148604,6.1147670439589366
PAYC,Common Stock,Paycom Soft,"Paycom Software, Inc. (PAYC) is a premier provider of cloud-based payroll and human capital management solutions, headquartered in Oklahoma City, Oklahoma. Founded to optimize payroll processes and enhance HR efficiency, Paycom offers an integrated suite of services, including payroll processing, talent acquisition, and workforce management. The company's commitment to innovation and superior user experience enables businesses of all sizes to manage their workforce effectively, establishing Paycom as a crucial ally in the dynamic human resource technology sector. With a robust platform and a dedication to exceptional customer service, Paycom has demonstrated consistent growth and earned a strong reputation in the industry.",1590955,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"7501 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK, UNITED STATES, 73142",https://www.paycom.com,2024-12-31,2023-12-31,1883200000.0,1693700000.0,502000000.0,340788000.0,1548600000.0,1417400000.0,11.188522170396174,47.305656302451965,9.256384930153803
PYPL,Common Stock,PayPal Holdings Inc,"PayPal Holdings, Inc. is a prominent global technology platform that revolutionizes digital and mobile payments for consumers and merchants worldwide. Renowned for its innovative online payment systems, the company delivers a secure and seamless transaction experience, catering to millions and providing services from peer-to-peer transfers to sophisticated e-commerce payment processing solutions. Leveraging its extensive network, PayPal is well-positioned to capitalize on the growing demand for fintech solutions, continually enhancing its offerings with a strong emphasis on security and innovation, thereby reinforcing its status as a key player in the financial technology sector.",1633917,NASDAQ,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2211 NORTH FIRST STREET, SAN JOSE, CA, UNITED STATES, 95131",https://www.paypal.com,2024-12-31,2023-12-31,31797000000.0,29771000000.0,4147000000.0,4246000000.0,14658000000.0,13704000000.0,6.805280306338384,-2.33160621761658,6.961471103327496
PNR,Common Stock,Pentair PLC,"Pentair PLC (PNR) is a prominent American water treatment company based in Minneapolis, Minnesota, recognized for its innovative solutions that enhance water management and sustainability. With a comprehensive portfolio that encompasses advanced water filtration, treatment systems, and pool and spa products, Pentair serves a wide array of sectors, including residential, commercial, and industrial markets. The company is dedicated to improving water quality and conservation by leveraging state-of-the-art technology to tackle global water challenges, thereby delivering significant value to its stakeholders. As a publicly traded company, Pentair is actively expanding its market footprint through strategic acquisitions and a steadfast commitment to environmental stewardship.",77360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"REGAL HOUSE, LONDON, UNITED KINGDOM, TW13 QS",https://www.pentair.com,2024-12-31,2023-12-31,4082800000.0,4104500000.0,625400000.0,622900000.0,1598800000.0,1519200000.0,-0.5286880253380436,0.4013485310643763,5.239599789362822
