symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
ES,Common Stock,Eversource Energy,"Eversource Energy (ES) is a prominent publicly traded utility company headquartered in Hartford, Connecticut, and Boston, Massachusetts, recognized on the Fortune 500 list. Serving approximately 4 million customers across Connecticut, Massachusetts, and New Hampshire, Eversource is a leader in the transmission and distribution of electricity and natural gas. The company prioritizes sustainability and innovation, with a robust commitment to enhancing energy efficiency and expanding its renewable energy initiatives. Eversource's strategic investments in infrastructure and technology position it as a key player in the transition toward a cleaner and more sustainable energy future.",72741,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"300 CADWELL DRIVE, SPRINGFIELD, MA, UNITED STATES, 01104",https://www.eversource.com,December,2025-06-30,26928116000.0,4476555000.0,31.69,1.019,42.22,2.935,0.0411,2.29,35.54,0.066,0.246,0.0311,0.0562,12991135000.0,7132814000.0,2.29,0.008,0.12,72.29,1,7,5,1,2,31.69,14.16,2.073,1.701,4.317,11.2,0.678,74.46,51.06,67.29,62.96,371115000,370295000,0.186,85.987,2025-09-30,2025-09-22
EXC,Common Stock,Exelon Corporation,"Exelon Corporation (Ticker: EXC) is a prominent American energy provider and one of the largest utilities in the United States, headquartered in Chicago, Illinois. As a Fortune 100 company, Exelon boasts a diversified portfolio encompassing nuclear, solar, and wind generation assets, enabling it to deliver reliable electricity to millions of customers across multiple states. With a steadfast commitment to advancing clean energy solutions and enhancing grid resilience, Exelon is strategically positioned to lead the transition to a sustainable energy future. The company's focus on innovation and regulatory compliance further reinforces its ability to adapt to the evolving energy market, ensuring long-term value for its stakeholders.",1109357,NASDAQ,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"10 SOUTH DEARBORN STREET, CHICAGO, IL, UNITED STATES, 60680-5379",https://www.exeloncorp.com,December,2025-06-30,48257192000.0,7712000000.0,18.17,2.06,27.35,1.56,0.0329,2.63,23.6,0.112,0.173,0.0273,0.0987,23766000000.0,9939000000.0,2.63,-0.135,0.012,48.8,1,5,7,2,0,18.17,15.87,2.03,1.644,3.936,10.85,0.486,48.07,34.98,44.67,43.61,1009987000,1008341000,0.119,88.967,2025-09-15,2025-08-11
EXE,Common Stock,Expand Energy Corporation,"Expand Energy Corporation (EXE) is an independent exploration and production company headquartered in Oklahoma City, Oklahoma, that specializes in the development of oil and natural gas resources throughout the United States. The company is dedicated to sustainable energy practices, utilizing advanced technologies to maximize production efficiency and strategically targeting high-potential reserves. Focused on enhancing shareholder value, Expand Energy employs disciplined capital allocation and a strong operational framework, thereby establishing itself as a significant contributor in the domestic energy landscape.",895126,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"6100 NORTH WESTERN AVENUE, OKLAHOMA CITY, OK, UNITED STATES, 73118",https://www.expandenergy.com,December,2025-06-30,24000322000.0,3252000000.0,0.0,0.239,75.54,2.3,0.0233,-0.03,42.29,0.0232,0.459,0.0239,0.0146,8863000000.0,3820000000.0,-0.03,0.0,4.465,129.39,6,17,3,0,0,0.0,10.04,2.708,1.432,3.535,10.06,0.458,121.47,80.07,99.5,105.23,238146000,237165000,0.21,92.049,2025-09-04,2025-08-14
EXPE,Common Stock,Expedia Group Inc.,"Expedia Group, Inc. is a leading online travel shopping platform in the United States, catering to both consumers and small businesses through a diverse portfolio of renowned brands such as Expedia.com, Vrbo, and Hotels.com. The company leverages advanced technology to enhance user experience, offering personalized travel solutions and fare aggregation services. As a key player in the global travel industry, Expedia Group is committed to innovation and market expansion, positioning itself to capitalize on the increasing demand for digital travel services. Its strategic initiatives are aimed at redefining the travel planning process in an increasingly digital landscape.",1324424,NASDAQ,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"1111 EXPEDIA GROUP WAY WEST, SEATTLE, WA, UNITED STATES, 98119",https://www.expediagroup.com,December,2025-06-30,26569159000.0,1897000000.0,26.45,0.736,6.71,0.8,0.0037,8.12,109.22,0.0794,0.14,0.0403,0.527,14018000000.0,12561000000.0,8.12,-0.114,0.064,224.61,0,13,22,0,1,26.45,12.44,1.895,32.21,1.908,10.62,1.563,240.98,129.46,215.05,184.23,118192000,116625000,1.147,102.301,2025-09-18,2025-08-28
EXPD,Common Stock,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. (EXPD) is a premier logistics and freight forwarding company based in Seattle, Washington, recognized for its extensive global network and innovative supply chain solutions. Specializing in air and ocean freight forwarding, customs brokerage, and distribution services, Expeditors leverages cutting-edge technology and data analytics to optimize operational efficiency and meet the unique needs of its diverse clientele. Committed to sustainability and customer-centric practices, the company is well-positioned for continued growth and remains a significant player in the evolving global logistics landscape.",746515,NASDAQ,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"STERLING PLAZA 2, BELLEVUE, WA, UNITED STATES, 98006",https://www.expeditors.com,December,2025-06-30,16275366000.0,1175623000.0,19.56,4.896,16.25,1.5,0.0127,6.13,81.42,0.0757,0.0934,0.146,0.39,11273140000.0,1526496000.0,6.13,0.081,0.087,114.56,0,0,10,4,4,19.56,21.6,1.444,7.61,1.431,13.72,1.076,128.27,99.78,120.72,115.6,135719000,134555000,0.725,99.101,2025-06-16,2025-06-02
EXR,Common Stock,Extra Space Storage Inc,"Extra Space Storage Inc. (EXR), headquartered in Cottonwood Heights, Utah, is a premier real estate investment trust (REIT) specializing in self-storage property management, acquisition, and development throughout the United States. With a diverse portfolio exceeding 2,200 facilities, the company excels in providing secure and accessible storage solutions tailored to both residential and commercial clients. Renowned for its innovative strategies and commitment to customer satisfaction, Extra Space Storage leverages advanced technology to enhance service delivery and operational efficiency, ensuring sustained growth and competitive financial performance. As a publicly traded firm, EXR is dedicated to maximizing shareholder value through strategic expansion and effective management practices.",1289490,NYSE,USD,USA,REAL ESTATE,REIT - INDUSTRIAL,"2795 EAST COTTONWOOD PARKWAY, SALT LAKE CITY, UT, UNITED STATES, 84121-7033",https://www.extraspace.com,December,2025-06-30,33581484000.0,2262102000.0,32.87,3.645,64.97,6.48,0.0426,4.61,16.02,0.288,0.456,0.0332,0.069,3393270000.0,2556434000.0,4.61,0.342,0.036,157.25,4,5,12,0,0,32.87,29.07,9.9,2.177,13.16,17.92,1.113,168.1,118.4,142.05,146.72,212254000,209666000,0.982,98.871,2025-09-30,2025-09-15
XOM,Common Stock,Exxon Mobil Corp,"Exxon Mobil Corporation, headquartered in Irving, Texas, is a premier multinational oil and gas company and the largest successor to the iconic Standard Oil. Established through the merger of Exxon and Mobil in 1999, it boasts a robust global presence with a comprehensive portfolio encompassing upstream exploration and production, downstream refining, and marketing, as well as a diverse array of petrochemical products. The company operates under renowned brands including Exxon, Mobil, and Esso, reinforcing its substantial market footprint. As a key contributor to the energy sector, ExxonMobil is committed to operational excellence and innovative strategies aimed at navigating the transition toward a more sustainable energy future.",34088,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"22777 SPRINGWOODS VILLAGE PARKWAY, SPRING, TX, UNITED STATES, 77389-1425",https://corporate.exxonmobil.com,December,2025-06-30,478506844000.0,62381998000.0,15.94,2.588,61.59,3.92,0.0354,7.04,75.05,0.094,0.117,0.0528,0.118,329816015000.0,102310003000.0,7.04,-0.236,-0.123,126.16,6,7,12,0,1,15.94,15.02,1.451,1.807,1.515,7.06,0.484,119.89,96.01,111.67,109.74,4263247000,4254166000,0.068,66.556,2025-09-10,2025-08-15
FFIV,Common Stock,F5 Networks Inc,"F5 Networks, Inc. (FFIV), based in Seattle, Washington, is a premier provider of application delivery networking solutions, focusing on enhancing the availability, performance, and security of applications across multi-cloud environments. Their extensive portfolio includes services such as application and network security, access management, and online fraud prevention, which are critical for optimizing and safeguarding mission-critical applications. With a strong global footprint and a dedication to innovation, F5 enables organizations to effectively manage the complexities of modern IT infrastructures while securing their digital interactions.",1048695,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"801 5TH AVENUE, SEATTLE, WA, UNITED STATES, 98104",https://www.f5.com,September,2025-06-30,17285853000.0,853179000.0,26.53,1.202,59.99,0.0,0.0,11.34,52.07,0.221,0.252,0.0827,0.206,3024656000.0,2450839000.0,11.34,0.332,0.122,333.0,1,1,10,0,1,26.53,19.61,5.71,5.41,5.83,20.66,1.063,346.0,213.24,322.67,292.29,57447000,56874000,0.586,100.435,,
FDS,Common Stock,FactSet Research Systems Inc,"FactSet Research Systems Inc. is a premier provider of integrated financial information and analytical applications, catering to investment professionals and corporate clients worldwide. Based in Norwalk, Connecticut, FactSet combines cutting-edge technology with extensive datasets to deliver actionable insights that inform strategic investment decisions. Renowned for its commitment to innovation, the company offers sophisticated tools that facilitate advanced financial modeling, reporting, and risk assessment, thereby establishing itself as a vital partner in the ever-evolving global financial market.",1013237,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"45 GLOVER AVENUE, NORWALK, CT, UNITED STATES, 06850",https://www.factset.com,August,2025-08-31,10838069000.0,905994000.0,18.45,1.653,57.91,4.28,0.0154,15.54,61.22,0.257,0.297,0.112,0.291,2321748000.0,1223966000.0,15.54,0.731,0.062,338.12,1,2,11,5,1,18.45,15.95,4.668,4.874,5.11,12.28,0.786,495.04,272.5,333.31,415.38,37806800,37629400,0.407,96.289,2025-09-18,2025-08-29
FICO,Common Stock,Fair Isaac Corporation,"Fair Isaac Corporation (FICO) is a prominent global leader in data analytics and software solutions, committed to optimizing decision-making processes across industries such as financial services, healthcare, and telecommunications. The company's cutting-edge offerings, which include advanced analytics, machine learning, and risk management tools, enable clients to effectively mitigate risk, enhance operational efficiency, and improve customer engagement. Based in San Jose, California, FICO plays a pivotal role in driving intelligent business transformation globally, underpinned by its robust portfolio of innovative products and services.",814547,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"5 WEST MENDENHALL, BOZEMAN, MT, UNITED STATES, 59715",https://www.fico.com,September,2025-06-30,38789906000.0,899618000.0,63.3,2.383,-57.99,0.0,0.0,25.53,79.11,0.328,0.489,0.31,0.356,1928927000.0,1576807000.0,25.53,0.465,0.198,2016.6,4,10,4,1,0,63.3,50.51,20.11,82.33,23.56,50.03,1.352,2402.51,1300.0,1528.26,1739.44,24003700,23315000,2.571,90.713,2017-03-17,2017-03-01
FAST,Common Stock,Fastenal Company,"Fastenal Company, based in Winona, Minnesota, is a premier provider of industrial and construction supplies, with a robust presence through approximately 3,200 in-market locations. The company offers customized supply chain solutions designed to reduce inventory handling and waste, thereby improving operational efficiency for its diverse clientele. Fastenal's dedicated sales teams collaborate with businesses to optimize inventory management and procurement, solidifying the company's role as a vital partner in enhancing productivity and driving cost efficiencies across various sectors. With a strong commitment to customer service and innovation, Fastenal continues to strengthen its market leadership amid evolving industry needs.",815556,NASDAQ,USD,USA,INDUSTRIALS,INDUSTRIAL DISTRIBUTION,"2001 THEURER BOULEVARD, WINONA, MN, UNITED STATES, 55987-1500",https://www.fastenal.com,December,2025-09-30,48745595000.0,1795300000.0,39.68,3.983,3.392,0.85,0.0203,1.07,6.97,0.153,0.207,0.205,0.327,7997600000.0,3610700000.0,1.07,0.115,0.117,44.09,0,4,10,2,1,39.68,40.32,6.09,14.52,7.15,31.81,0.94,50.63,34.8,47.8,42.07,1148036000,1144465000,0.17,87.271,2025-11-25,2025-10-28
FRT,Common Stock,Federal Realty Investment Trust,"Federal Realty Investment Trust (FRT) is a premier real estate investment trust (REIT) focused on the ownership, operation, and development of high-quality retail and mixed-use properties situated in prime metropolitan markets across the Northeastern United States, Mid-Atlantic states, California, and South Florida. With a well-curated portfolio of strategically located shopping centers, FRT capitalizes on its deep market insights and strong tenant relationships to foster sustainable growth and enhance shareholder value. The company is committed to making strategic long-term investments that align with changing consumer trends, underscoring its resilience and adaptability in the dynamic retail sector.",34903,NYSE,USD,USA,REAL ESTATE,REIT - RETAIL,"909 ROSE AVENUE, NORTH BETHESDA, MD, UNITED STATES, 20852-4041",https://www.federalrealty.com,December,2025-06-30,8587530000.0,786742000.0,25.05,4.111,35.81,4.4,0.0449,3.95,14.57,0.279,0.407,0.033,0.106,1239059000.0,842034000.0,3.95,0.349,0.052,110.61,5,6,8,0,0,25.05,30.67,6.93,2.765,10.6,14.83,1.163,113.0,78.83,98.41,98.33,86266000,77954000,1.044,97.482,2025-10-15,2025-10-01
FDX,Common Stock,FedEx Corporation,"FedEx Corporation, a leading American multinational logistics and delivery services company headquartered in Memphis, Tennessee, specializes in providing a diverse range of transportation, e-commerce, and supply chain services. Established with a commitment to innovation and customer satisfaction, FedEx operates through multiple segments, including Express, Ground, Freight, and Trade Networks, allowing it to maintain a robust global presence. With a strong emphasis on technology and sustainability, the company is continuously evolving to meet the demands of a dynamic marketplace, positioning itself as a key player in the logistics industry. FedEx's extensive network and reputation for reliability make it a critical partner for businesses worldwide, driving efficiencies in supply chain management and enabling seamless global trade.",1048911,NYSE,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"942 SOUTH SHADY GROVE ROAD, MEMPHIS, TN, UNITED STATES, 38120",https://www.fedex.com,May,2025-08-31,56110207000.0,11120000000.0,13.95,1.079,117.67,5.66,0.0239,17.05,370.67,0.0465,0.0764,0.0488,0.15,88591000000.0,24315001000.0,17.05,-0.133,0.139,265.83,4,15,9,2,0,13.95,13.39,0.633,2.059,1.004,8.39,1.288,301.45,191.82,231.84,236.3,235955000,217938000,7.553,79.864,2025-10-01,2025-09-08
FIS,Common Stock,Fidelity National Information Services Inc,"Fidelity National Information Services Inc (FIS) is a prominent American financial services technology company headquartered in Jacksonville, Florida, with a global workforce of around 63,000 employees. As a Fortune 500 entity, FIS specializes in delivering an extensive array of innovative FinTech solutions, categorized into three main segments: Merchant Solutions, Banking Solutions, and Capital Market Solutions. The company is recognized for its commitment to enhancing financial transactions and processes, empowering clients with cutting-edge technology and insights to thrive in a rapidly evolving market landscape.",1136893,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"347 RIVERSIDE AVENUE, JACKSONVILLE, FL, UNITED STATES, 32202",https://www.fisglobal.com,December,2025-06-30,34921009000.0,3081000000.0,267.4,0.539,27.09,1.52,0.0231,0.25,19.32,0.0109,0.202,0.0417,0.0103,10317000000.0,3783000000.0,0.25,-0.88,0.051,84.39,5,9,9,0,1,267.4,10.66,3.385,2.45,4.566,13.53,1.06,90.1,63.0,67.96,74.78,522379000,520994000,0.129,100.856,2025-09-24,2025-09-10
FITB,Common Stock,Fifth Third Bancorp,"Fifth Third Bancorp, based in Cincinnati, Ohio, is a prominent diversified bank holding company that operates primarily through its subsidiary, Fifth Third Bank. It offers a comprehensive range of financial services, including retail and commercial banking, wealth management, and investment solutions, firmly establishing itself as a significant entity in the U.S. banking industry. The bank is dedicated to innovation and enhancing customer experiences while prioritizing community engagement and sustainable growth. With millions of customers served through its extensive branch network, Fifth Third Bancorp is actively pursuing expansion opportunities and strategic partnerships to navigate the evolving financial landscape.",35527,NASDAQ,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"38 FOUNTAIN SQUARE PLAZA, CINCINNATI, OH, UNITED STATES, 45263",https://www.53.com,December,2025-09-30,27027186000.0,0.0,12.21,2.513,29.25,1.51,0.0374,3.35,12.11,0.297,0.398,0.0113,0.115,8125000000.0,8125000000.0,3.35,0.167,0.067,50.35,4,11,9,0,0,12.21,11.05,3.326,1.54,5.79,0.0,0.966,47.33,31.68,44.2,41.3,660973000,656796000,0.436,88.541,2025-10-15,2025-09-30
FSLR,Common Stock,First Solar Inc,"First Solar, Inc. is a leading global provider of solar photovoltaic (PV) solutions, headquartered in Tempe, Arizona. With a robust portfolio that spans the United States, Japan, France, Canada, India, and Australia, First Solar specializes in the design, manufacture, and installation of advanced solar technology, prominently featuring its cutting-edge thin-film modules. The company is committed to sustainability and innovation, positioning itself at the forefront of the renewable energy sector by contributing to the transition towards a low-carbon future. With a strong emphasis on reducing the levelized cost of solar energy, First Solar is well-positioned to capitalize on the growing global demand for solar energy solutions.",1274494,NASDAQ,USD,USA,TECHNOLOGY,SOLAR,"350 WEST WASHINGTON STREET, TEMPE, AZ, UNITED STATES, 85288",https://www.firstsolar.com,December,2025-06-30,24865368000.0,1847719000.0,19.8,0.368,79.69,0.0,0.0,11.71,40.55,0.289,0.33,0.0713,0.159,4343437000.0,1857225000.0,11.71,-0.022,0.086,238.59,8,21,4,1,0,19.8,10.18,5.72,2.913,5.71,13.28,1.379,248.04,116.56,210.67,169.92,107248000,101324000,5.531,107.259,,
FE,Common Stock,FirstEnergy Corporation,"FirstEnergy Corporation is a prominent electric utility holding company headquartered in Akron, Ohio, specializing in the generation, transmission, and distribution of electricity. With a diverse portfolio of subsidiaries, the company serves millions of customers across multiple states, making it a vital contributor to the regional energy landscape. FirstEnergy is actively engaged in promoting energy management solutions and innovative technologies, reinforcing its commitment to sustainability and grid reliability as it adapts to evolving energy demands.",1031296,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"76 SOUTH MAIN STREET, AKRON, OH, UNITED STATES, 44308",https://www.firstenergycorp.com,December,2025-06-30,27120663000.0,4407500000.0,20.69,1.329,22.26,1.72,0.0368,2.27,24.07,0.0944,0.199,0.0316,0.107,13863999000.0,9630000000.0,2.27,4.878,0.03,48.0,3,3,8,0,0,20.69,16.75,1.956,2.042,3.665,11.44,0.498,47.99,36.81,44.46,41.63,577404000,546819000,0.166,92.647,2025-12-01,2025-11-07
FI,Common Stock,"Fiserv, Inc.","Fiserv, Inc. is a premier American financial technology company based in Milwaukee, Wisconsin, recognized for delivering a wide array of cutting-edge solutions in payment processing, risk management, and business analytics. Serving a diverse client base of banks, credit unions, and financial institutions globally, Fiserv is committed to enhancing digital banking experiences and operational efficiency. Through its innovative technology platform and strategic acquisitions, the company has firmly established itself as a leader within the dynamic fintech industry, driving transformative growth and value for its clients and shaping the future of financial services.",798354,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"600 N. VEL R. PHILLIPS AVENUE, MILWAUKEE, WI, UNITED STATES, 53203",https://www.fiserv.com,December,2025-06-30,66128110000.0,9450000000.0,20.31,0.512,46.35,0.0,0.0,5.99,37.48,0.16,0.308,0.0453,0.125,21112001000.0,12907000000.0,5.99,0.216,0.08,178.38,7,23,2,1,0,20.31,10.6,3.132,2.711,4.62,10.5,0.95,238.59,117.84,131.86,176.85,543593000,539304000,0.72,91.928,2017-09-15,2017-08-29
F,Common Stock,Ford Motor Company,"Ford Motor Company, a leading American multinational automaker headquartered in Dearborn, Michigan, has been a pioneer in the automotive industry since its founding in 1903. Renowned for its innovation in manufacturing and design, Ford has established itself as a key player in the global market, offering a diverse range of vehicles including trucks, SUVs, and electric models. The company is committed to advancing mobility solutions through sustainable practices and cutting-edge technology, positioning itself at the forefront of the industry’s transition towards electrification and digital connectivity. With a strong brand heritage and a focus on customer satisfaction, Ford is poised for continued growth and adaptation in an evolving automotive landscape.",37996,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO MANUFACTURERS,"ONE AMERICAN ROAD, DEARBORN, MI, UNITED STATES, 48126",https://www.ford.com,December,2025-06-30,47439933000.0,8551000000.0,15.28,14.98,11.32,0.6,0.0511,0.78,46.62,0.017,0.0107,0.0063,0.0715,185250005000.0,13376000000.0,0.78,-0.64,0.05,11.45,2,2,15,3,0,15.28,8.98,0.256,1.079,0.925,15.34,1.542,12.8,8.21,11.71,10.6,3909008000,3872523000,0.293,63.715,2025-09-02,2025-08-11
FTNT,Common Stock,Fortinet Inc,"Fortinet Inc. (Nasdaq: FTNT) is a leading global cybersecurity company headquartered in Sunnyvale, California, renowned for its innovative security solutions designed to protect data and networks from emerging threats. The company's product portfolio includes cutting-edge firewalls, anti-virus software, intrusion prevention systems, and comprehensive endpoint security services. With a strong emphasis on advanced threat intelligence and a commitment to enhancing digital security architectures, Fortinet serves a wide range of industries, helping organizations to effectively mitigate risks and comply with regulatory requirements. As a pioneer in high-performance security, Fortinet is strategically positioned to capitalize on the growing demand for robust cybersecurity infrastructure in an increasingly digital world.",1262039,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"909 KIFER ROAD, SUNNYVALE, CA, UNITED STATES, 94086",https://www.fortinet.com,December,2025-06-30,63937241000.0,2086000000.0,33.24,2.101,2.691,0.0,0.0,2.51,8.27,0.306,0.28,0.13,1.652,6337900000.0,5152000000.0,2.51,0.163,0.136,90.32,4,8,30,2,0,33.24,31.06,10.09,32.09,9.87,25.64,1.098,114.82,70.12,81.16,96.23,766266000,649081000,16.864,72.332,,
FTV,Common Stock,Fortive Corp,"Fortive Corporation is a premier American diversified industrial technology firm headquartered in Everett, Washington, that excels in delivering innovative solutions across automation, sensing, and software sectors. By emphasizing productivity, efficiency, and advanced data analytics, Fortive operates through multiple strategic business segments, catering to a broad global clientele. The company's proactive approach to enhancing its portfolio via acquisitions and product developments positions it for sustainable growth and a competitive edge in a dynamic market. Fortive's unwavering commitment to elevating workflow and operational excellence underscores its vision of empowering customers and driving industry advancements.",1659166,NYSE,USD,USA,TECHNOLOGY,SCIENTIFIC & TECHNICAL INSTRUMENTS,"6920 SEAWAY BOULEVARD, EVERETT, WA, UNITED STATES, 98203",https://www.fortive.com,December,2025-06-30,16463447000.0,1637700000.0,21.92,1.29,30.7,0.32,0.0066,2.22,17.89,0.125,0.173,0.0385,0.0736,6147900000.0,3675100000.0,2.22,-0.109,-0.022,56.12,2,3,13,0,0,21.92,18.35,2.678,1.622,3.224,12.56,1.128,62.49,45.34,48.45,53.1,338336000,319596000,0.326,100.874,2025-09-26,2025-09-12
FOXA,Common Stock,Fox Corp Class A,"Fox Corporation (FOXA) is a prominent American mass media entity headquartered in New York City, specializing in the production and distribution of compelling news, sports, and entertainment content across multiple platforms. Operating under renowned brands such as Fox News, Fox Sports, and Fox Television Stations, the company effectively leverages its expansive reach to engage a broad and diverse audience. With a strategic focus on innovative content creation and high-caliber programming, Fox Corp is well-positioned to navigate the evolving media landscape, driving growth through both advertising and subscription revenue while capitalizing on emerging trends in digital viewership and engagement.",1754301,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://www.foxcorporation.com,June,2025-06-30,24449165000.0,3523000000.0,11.83,1.156,26.8,0.54,0.0095,4.91,35.82,0.139,0.224,0.0866,0.196,16300000000.0,5782000000.0,4.91,1.298,0.063,62.14,0,8,12,1,0,11.83,15.11,1.5,2.314,1.739,7.36,0.543,65.3,41.2,59.46,54.84,210519000,304319000,1.3,115.9,2025-09-24,2025-09-03
FOX,Common Stock,Fox Corp Class B,"Fox Corporation (FOX) is a prominent American mass media company headquartered in New York City, recognized for its influential brands such as FOX News, FOX Sports, and FOX Entertainment. The company delivers a robust array of news, sports, and entertainment content that engages millions of viewers across various platforms. With a strategic emphasis on high-quality content creation and a strong distribution network, Fox Corporation is well-positioned to capitalize on advertising revenues while adapting to the dynamic landscape of digital media. As it faces the challenges of evolving consumer preferences, FOX remains dedicated to fostering innovation and driving growth in the competitive media industry.",1754301,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://www.foxcorporation.com,June,2025-06-30,24449165000.0,3523000000.0,10.57,1.079,26.8,0.54,0.0105,4.91,35.82,0.139,0.224,0.0866,0.196,16300000000.0,5782000000.0,4.91,1.298,0.063,51.5,0,0,0,0,0,10.57,13.59,1.5,2.084,1.739,7.36,0.543,59.29,37.77,53.85,50.58,235581000,304319000,36.751,54.509,2025-09-24,2025-09-03
BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc., known as Franklin Templeton, is a prominent global investment management firm based in San Mateo, California, with a legacy dating back to 1947. The company offers a comprehensive suite of investment solutions, including mutual funds, alternative investments, and wealth management services, catering to both institutional and retail clients across more than 30 countries. With a diverse portfolio that spans multiple asset classes and a focus on strategic growth, Franklin Templeton is strategically positioned to leverage global investment opportunities while maintaining a steadfast commitment to delivering exemplary performance and client-focused service.",38777,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"ONE FRANKLIN PARKWAY, SAN MATEO, CA, UNITED STATES, 94403",https://www.franklinresources.com,September,2025-06-30,11567675000.0,1629900000.0,43.69,0.356,23.54,1.27,0.0575,0.51,16.7,0.0374,0.103,0.0206,0.0208,8638200000.0,3245500000.0,0.51,-0.531,-0.028,25.18,0,2,4,2,2,43.69,9.35,1.339,0.975,2.452,18.81,1.526,25.72,15.81,24.3,21.9,519195000,302161000,48.39,47.878,2025-10-10,2025-09-30
FCX,Common Stock,Freeport-McMoran Copper & Gold Inc,"Freeport-McMoRan Copper & Gold Inc. (FCX) is a premier international mining enterprise headquartered in Phoenix, Arizona, recognized for its substantial production of copper and gold. The company operates extensive mining facilities primarily in the Americas and Indonesia, emphasizing sustainable and responsible mining practices. As one of the largest copper producers globally, Freeport-McMoRan is well-positioned to capitalize on the rising demand for copper, spurred by economic growth and the shift toward renewable energy. With a solid balance sheet and a focus on operational excellence, FCX presents a compelling investment opportunity for those looking to gain exposure to critical metals in the commodities market.",831259,NYSE,USD,USA,BASIC MATERIALS,COPPER,"333 NORTH CENTRAL AVENUE, PHOENIX, AZ, UNITED STATES, 85004-2189",https://fcx.com,December,2025-06-30,59125178000.0,9618000000.0,31.2,2.982,12.69,0.6,0.0144,1.32,17.95,0.0745,0.321,0.0787,0.146,25820000000.0,10113000000.0,1.32,0.262,0.145,46.91,5,7,7,1,0,31.2,16.61,2.29,3.065,2.346,6.41,1.582,49.37,27.35,42.58,40.0,1435774000,1427576000,0.665,87.102,2025-11-03,2025-10-15
GRMN,Common Stock,Garmin Ltd,"Garmin Ltd. is a prominent American multinational technology company headquartered in Olathe, Kansas, distinguished for its cutting-edge GPS navigation and wearable technology products. Catering to diverse markets such as automotive, aviation, marine, outdoor, and fitness, Garmin has established itself as an industry leader in personal navigation and health tracking solutions. With a relentless focus on innovation and a robust global brand presence, the company continues to broaden its product lineup, driving significant market share while promoting a healthy and active lifestyle for consumers worldwide.",1121788,NYSE,USD,USA,TECHNOLOGY,SCIENTIFIC & TECHNICAL INSTRUMENTS,"MÜHLENTALSTRASSE 2, SCHAFFHAUSEN, SWITZERLAND, 8200",https://www.garmin.com,December,2025-06-30,47929070000.0,1942877000.0,30.78,3.706,42.2,3.6,0.0146,8.09,35.14,0.232,0.26,0.115,0.207,6758246000.0,3983082000.0,8.09,0.327,0.204,218.33,0,2,3,1,3,30.78,30.77,7.09,6.11,6.98,24.28,0.988,261.69,158.51,240.71,217.7,192494000,163491000,14.964,57.407,2026-03-27,2025-12-12
